rfam_family	seq_count	noncanonical_count	canonical_count
RF03905	5	0	5
RF03906	8	0	8
RF03907	8	0	8
RF03908	6	0	6
RF03909	4	0	4
RF03910	6	0	6
RF03911	11	0	11
RF03912	20	0	20
RF03913	5	0	5
RF03914	6	0	6
RF03915	193	0	193
RF03916	8	0	8
RF03917	9	0	9
RF03918	4	0	4
RF03919	4	0	4
RF03920	6	0	6
RF03921	15	0	15
RF03922	17	0	17
RF03923	4	0	4
RF03924	12	0	12
RF03925	7	0	7
RF03926	1065	10	1055
RF03927	6	0	6
RF03929	4	0	4
RF03930	9	0	9
RF03931	3	0	3
RF03932	42	0	42
RF03933	6	0	6
RF03934	6	0	6
RF03935	39	0	39
RF03936	8	0	8
RF03937	10	0	10
RF03938	8	0	8
RF03939	7	0	7
RF03940	3497	2	3495
RF03941	12	0	12
RF03942	4	0	4
RF03943	4	0	4
RF03944	27	0	27
RF03945	3	0	3
RF03946	11	0	11
RF03947	18	0	18
RF03948	3	0	3
RF03949	8	0	8
RF03950	3	0	3
RF03951	5	0	5
RF03952	8	0	8
RF03953	6	0	6
RF03954	5	0	5
RF03955	4	0	4
RF03956	42	0	42
RF03957	8	0	8
RF03958	14	0	14
RF03959	5	0	5
RF03960	6	0	6
RF03961	4	0	4
RF03962	14	0	14
RF03963	4	0	4
RF03964	6	0	6
RF03965	3	0	3
RF03966	7	0	7
RF03967	27	0	27
RF03968	3	0	3
RF03969	161	0	161
RF03970	6	0	6
RF03971	4	0	4
RF03972	8	0	8
RF03973	4	0	4
RF03974	4	0	4
RF03975	8	0	8
RF03976	5	0	5
RF03977	4	0	4
RF03978	6	0	6
RF03979	4	0	4
RF03980	3	0	3
RF03981	4767	5	4762
RF03982	3	0	3
RF03983	151	0	151
RF03984	17	0	17
RF03985	2	0	2
RF03986	3	0	3
RF03987	2	0	2
RF03988	2	0	2
RF03989	2	0	2
RF03990	2	0	2
RF03991	3	0	3
RF03992	2	0	2
RF03993	2	0	2
RF03994	2	0	2
RF03995	4	0	4
RF03996	2	0	2
RF03997	7	0	7
RF03998	2	0	2
RF03999	2	0	2
RF04000	4	0	4
RF04001	6	0	6
RF04002	2	0	2
RF04003	2	0	2
RF04004	2	0	2
RF04005	2	0	2
RF04006	3	0	3
RF04007	2	0	2
RF04008	2	0	2
RF04009	6	0	6
RF04010	2	0	2
RF04011	2	0	2
RF04012	2	0	2
RF04013	2	0	2
RF04014	2	0	2
RF04015	2	0	2
RF04016	2	0	2
RF04017	2	0	2
RF04018	2	0	2
RF04019	3	0	3
RF04020	2	0	2
RF04021	14780	107	14673
RF04022	2	0	2
RF04023	2	0	2
RF04024	2	0	2
RF04025	2	0	2
RF04026	2	0	2
RF04027	18	0	18
RF04028	3	0	3
RF04029	15	0	15
RF04030	2	0	2
RF04031	2	0	2
RF04032	4001	1	4000
RF04033	2	0	2
RF04035	2	0	2
RF04036	2	0	2
RF04037	3	0	3
RF04038	2	0	2
RF04039	2	0	2
RF04040	2	0	2
RF04041	2	0	2
RF04042	2	0	2
RF04043	2	0	2
RF04044	10	0	10
RF04045	5	0	5
RF04046	2	0	2
RF04047	2	0	2
RF04048	5	0	5
RF04049	2	1	1
RF04050	2	0	2
RF04051	2	0	2
RF04052	26	0	26
RF04053	109	0	109
RF04054	52	0	52
RF04055	9	0	9
RF04056	12	0	12
RF04057	6	0	6
RF04059	8	0	8
RF04060	10	0	10
RF04061	7	0	7
RF04062	3	0	3
RF04063	661	1	660
RF04064	204	2	202
RF04065	3	0	3
RF04066	12	0	12
RF04067	11	0	11
RF04068	13	0	13
RF04069	11	0	11
RF04070	16	0	16
RF04071	26	0	26
RF04072	52	0	52
RF04073	23	0	23
RF04074	28	0	28
RF04075	10	0	10
RF04076	56	0	56
RF04077	21	0	21
RF04078	117	0	117
RF04079	14	0	14
RF04080	33	0	33
RF04081	4	0	4
RF04082	14	0	14
RF04083	30	0	30
RF04084	11	0	11
RF04085	42	0	42
RF04087	1910	0	1910
RF04088	58340	428	57912
RF04089	5	0	5
RF04090	37	0	37
RF04091	55	0	55
RF04092	7	0	7
RF04093	51	0	51
RF04094	7	0	7
RF04095	33	0	33
RF04096	14	0	14
RF04097	311	1	310
RF04098	4	0	4
RF04099	4	0	4
RF04100	48	0	48
RF04101	7	0	7
RF04102	16	0	16
RF04103	4	0	4
RF04104	4	0	4
RF04105	10	0	10
RF04106	7	0	7
RF04107	4	0	4
RF04108	11	0	11
RF04109	20	0	20
RF04110	77	0	77
RF04111	64	0	64
RF04112	16	0	16
RF04113	6	0	6
RF04114	65	0	65
RF04115	10	0	10
RF04116	6	0	6
RF04117	44	0	44
RF04118	4	0	4
RF04119	23	1	22
RF04120	4	0	4
RF04121	21	0	21
RF04122	15	0	15
RF04123	10	0	10
RF04124	464	0	464
RF04125	6	0	6
RF04126	35	0	35
RF04127	62	0	62
RF04128	39	0	39
RF04129	4	0	4
RF04130	116	0	116
RF04131	5	0	5
RF04132	34	0	34
RF04133	11	0	11
RF04134	1775	1	1774
RF04135	9	0	9
RF04136	86	0	86
RF04137	4	0	4
RF04138	3	0	3
RF04139	8	0	8
RF04140	28	0	28
RF04141	80	0	80
RF04142	70	0	70
RF04143	4	0	4
RF04144	7	0	7
RF04145	8	0	8
RF04146	12	0	12
RF04147	11	0	11
RF04148	5	0	5
RF04149	6	0	6
RF04150	470	5	465
RF04151	98	1	97
RF04152	119	0	119
RF04153	4	0	4
RF04154	35	0	35
RF04155	212	0	212
RF04156	194	0	194
RF04157	4	0	4
RF04158	46	0	46
RF04159	6	0	6
RF04160	4	0	4
RF04161	20	0	20
RF04162	7	0	7
RF04163	2096	0	2096
RF04164	30	0	30
RF04165	17	0	17
RF04166	9	0	9
RF04167	16	0	16
RF04168	4	0	4
RF04169	21	0	21
RF04170	4	0	4
RF04171	23	0	23
RF04172	34	0	34
RF04173	4	0	4
RF04174	10	0	10
RF04175	34	0	34
RF04176	5	0	5
RF04177	10	0	10
RF04178	5	0	5
RF04179	39	0	39
RF04180	28	1	27
RF04181	26	0	26
RF04182	33	2	31
RF04183	642	3	639
RF04184	13	0	13
RF04185	3	0	3
RF04186	3	0	3
RF04187	4	0	4
RF04188	81	1	80
RF04189	18	0	18
RF04190	86	0	86
RF04191	48	0	48
RF04192	37	0	37
RF04193	12	0	12
RF04194	52	0	52
RF04195	200	0	200
RF04196	4	0	4
RF04197	4	0	4
RF04198	6	0	6
RF04199	5	0	5
RF04200	280	0	280
RF04201	10	0	10
RF04202	6	0	6
RF04203	2	1	1
RF04204	186	0	186
RF04205	220	2	218
RF04206	32	0	32
RF04207	7	0	7
RF04208	8	0	8
RF04209	2	0	2
RF04210	252	0	252
RF04211	50	0	50
RF04212	9	0	9
RF04213	2	0	2
RF04214	8	0	8
RF04215	62	0	62
RF04216	158	0	158
RF04217	15	0	15
RF04218	58	1	57
RF04219	58	3	55
RF04220	58	5	53
RF04221	58	4	54
RF04222	84	2	82
RF04223	1175	3	1172
RF04224	11551	0	11551
RF04225	17681	3	17678
RF04226	96	0	96
RF04227	9	0	9
RF04228	4	0	4
RF04229	4	0	4
RF04230	3	0	3
RF04231	2	0	2
RF04232	2	0	2
RF04233	197	0	197
RF04234	87	0	87
RF04235	16	0	16
RF04236	106	8	98
RF04237	6	0	6
RF04238	4	0	4
RF04239	10	0	10
RF04240	16	0	16
RF04241	18	0	18
RF04242	4	0	4
RF04243	6	0	6
RF04244	60	0	60
RF04245	5	0	5
RF04246	7	0	7
RF04247	505	0	505
RF04248	4185	7	4178
RF04249	69	0	69
RF04250	43	0	43
RF04251	238	0	238
RF04252	4	0	4
RF04254	54	0	54
RF04255	13	0	13
RF04256	2	0	2
RF04257	331	0	331
RF04258	15	0	15
RF04259	3	0	3
RF04260	5	0	5
RF04261	220	3	217
RF04262	12	0	12
RF04263	862	0	862
RF04264	4	0	4
RF04265	13	0	13
RF04266	288	0	288
RF04267	48	0	48
RF04268	22	0	22
RF04269	13	0	13
RF04270	32	0	32
RF04271	127	0	127
RF04272	104	0	104
RF04273	8	0	8
RF04274	7790	0	7790
RF04275	33	0	33
RF04276	52	0	52
RF04277	41	0	41
RF04278	6	0	6
RF04279	6	0	6
RF04280	139	0	139
RF04281	9	0	9
RF04282	80	0	80
RF04283	16	0	16
RF04284	50	0	50
RF04285	42	0	42
RF04286	108	1	107
RF04287	189	0	189
RF04288	6	0	6
RF04289	60	0	60
RF04290	45	0	45
RF04291	221	0	221
RF04292	245	0	245
RF04293	33	0	33
RF04294	88	0	88
RF04295	175	0	175
RF04296	47	0	47
RF04297	34	0	34
RF04298	21	1	20
RF04299	51	0	51
RF04300	9	0	9
